,geometry,color,mw,plantName,year
1466,"14775    POLYGON ((344842.576 4170781.070, 344842.288 4...
14776    POLYGON ((344842.576 4170781.070, 344842.288 4...
14777    POLYGON ((344842.576 4170781.070, 344842.288 4...
14778    POLYGON ((344842.576 4170781.070, 344842.288 4...
14779    POLYGON ((344842.576 4170781.070, 344842.288 4...
14780    POLYGON ((344842.576 4170781.070, 344842.288 4...
14781    POLYGON ((344842.576 4170781.070, 344842.288 4...
14782    POLYGON ((344842.576 4170781.070, 344842.288 4...
14783    POLYGON ((344842.576 4170781.070, 344842.288 4...
14784    POLYGON ((344842.576 4170781.070, 344842.288 4...
14785    POLYGON ((344842.576 4170781.070, 344842.288 4...
14786    POLYGON ((344842.576 4170781.070, 344842.288 4...
14787    POLYGON ((344842.576 4170781.070, 344842.288 4...
14788    POLYGON ((344842.576 4170781.070, 344842.288 4...
14789    POLYGON ((344842.576 4170781.070, 344842.288 4...
14790    POLYGON ((344842.576 4170781.070, 344842.288 4...
14791    POLYGON ((344842.576 4170781.070, 344842.288 4...
14792    POLYGON ((344842.576 4170781.070, 344842.288 4...
14793    POLYGON ((344842.576 4170781.070, 344842.288 4...
14794    POLYGON ((344842.576 4170781.070, 344842.288 4...
14795    POLYGON ((344842.576 4170781.070, 344842.288 4...
14796    POLYGON ((344842.576 4170781.070, 344842.288 4...
14797    POLYGON ((344842.576 4170781.070, 344842.288 4...
14798    POLYGON ((344842.576 4170781.070, 344842.288 4...
14799    POLYGON ((344842.576 4170781.070, 344842.288 4...
14800    POLYGON ((344842.576 4170781.070, 344842.288 4...
14801    POLYGON ((344842.576 4170781.070, 344842.288 4...
14802    POLYGON ((344842.576 4170781.070, 344842.288 4...
14803    POLYGON ((344842.576 4170781.070, 344842.288 4...
14804    POLYGON ((344842.576 4170781.070, 344842.288 4...
14805    POLYGON ((344842.576 4170781.070, 344842.288 4...
14806    POLYGON ((344842.576 4170781.070, 344842.288 4...
14807    POLYGON ((344842.576 4170781.070, 344842.288 4...
14808    POLYGON ((344842.576 4170781.070, 344842.288 4...
14809    POLYGON ((344842.576 4170781.070, 344842.288 4...
14810    POLYGON ((344842.576 4170781.070, 344842.288 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",59683.99,King & Queen-LFG,2017
777,"13366    POLYGON ((-118324.676 4137080.735, -118324.963...
13367    POLYGON ((-118324.676 4137080.735, -118324.963...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",59528.0,Buchanan Generation LLC-NG,2010
431,"10757    POLYGON ((383306.407 4070710.958, 383306.124 4...
10758    POLYGON ((383306.407 4070710.958, 383306.124 4...
10759    POLYGON ((383306.407 4070710.958, 383306.124 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",58793.0,Elizabeth River Power Station-NG,2006
1165,"13366    POLYGON ((-118325.475 4137080.735, -118325.758...
13367    POLYGON ((-118325.475 4137080.735, -118325.758...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",58729.0,Buchanan Generation LLC-NG,2014
1147,"5654    POLYGON ((108714.941 4114300.626, 108714.659 4...
5655    POLYGON ((108714.941 4114300.626, 108714.659 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",58672.0,Leesville-WAT,2014
660,"7523    POLYGON ((290681.768 4152779.477, 290681.488 4...
7524    POLYGON ((290681.768 4152779.477, 290681.488 4...
7525    POLYGON ((290681.768 4152779.477, 290681.488 4...
7526    POLYGON ((290681.768 4152779.477, 290681.488 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",58093.553,Darbytown-NG,2009
1359,"14775    POLYGON ((344840.953 4170781.070, 344840.674 4...
14776    POLYGON ((344840.953 4170781.070, 344840.674 4...
14777    POLYGON ((344840.953 4170781.070, 344840.674 4...
14778    POLYGON ((344840.953 4170781.070, 344840.674 4...
14779    POLYGON ((344840.953 4170781.070, 344840.674 4...
14780    POLYGON ((344840.953 4170781.070, 344840.674 4...
14781    POLYGON ((344840.953 4170781.070, 344840.674 4...
14782    POLYGON ((344840.953 4170781.070, 344840.674 4...
14783    POLYGON ((344840.953 4170781.070, 344840.674 4...
14784    POLYGON ((344840.953 4170781.070, 344840.674 4...
14785    POLYGON ((344840.953 4170781.070, 344840.674 4...
14786    POLYGON ((344840.953 4170781.070, 344840.674 4...
14787    POLYGON ((344840.953 4170781.070, 344840.674 4...
14788    POLYGON ((344840.953 4170781.070, 344840.674 4...
14789    POLYGON ((344840.953 4170781.070, 344840.674 4...
14790    POLYGON ((344840.953 4170781.070, 344840.674 4...
14791    POLYGON ((344840.953 4170781.070, 344840.674 4...
14792    POLYGON ((344840.953 4170781.070, 344840.674 4...
14793    POLYGON ((344840.953 4170781.070, 344840.674 4...
14794    POLYGON ((344840.953 4170781.070, 344840.674 4...
14795    POLYGON ((344840.953 4170781.070, 344840.674 4...
14796    POLYGON ((344840.953 4170781.070, 344840.674 4...
14797    POLYGON ((344840.953 4170781.070, 344840.674 4...
14798    POLYGON ((344840.953 4170781.070, 344840.674 4...
14799    POLYGON ((344840.953 4170781.070, 344840.674 4...
14800    POLYGON ((344840.953 4170781.070, 344840.674 4...
14801    POLYGON ((344840.953 4170781.070, 344840.674 4...
14802    POLYGON ((344840.953 4170781.070, 344840.674 4...
14803    POLYGON ((344840.953 4170781.070, 344840.674 4...
14804    POLYGON ((344840.953 4170781.070, 344840.674 4...
14805    POLYGON ((344840.953 4170781.070, 344840.674 4...
14806    POLYGON ((344840.953 4170781.070, 344840.674 4...
14807    POLYGON ((344840.953 4170781.070, 344840.674 4...
14808    POLYGON ((344840.953 4170781.070, 344840.674 4...
14809    POLYGON ((344840.953 4170781.070, 344840.674 4...
14810    POLYGON ((344840.953 4170781.070, 344840.674 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",58061.58900000001,King & Queen-LFG,2016
855,"5654    POLYGON ((108714.142 4114300.626, 108713.863 4...
5655    POLYGON ((108714.142 4114300.626, 108713.863 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",57873.0,Leesville-WAT,2011
1452,"5654    POLYGON ((108714.025 4114300.626, 108713.747 4...
5655    POLYGON ((108714.025 4114300.626, 108713.747 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",57756.0,Leesville-WAT,2017
786,"12742    POLYGON ((-135300.004 4081235.169, -135300.281...
12743    POLYGON ((-135300.004 4081235.169, -135300.281...
12744    POLYGON ((-135300.004 4081235.169, -135300.281...
12745    POLYGON ((-135300.004 4081235.169, -135300.281...
12746    POLYGON ((-135300.004 4081235.169, -135300.281...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",57580.0,Wolf Hills Energy-NG,2010
1581,"27431    POLYGON ((184275.916 4056304.680, 184275.640 4...
27432    POLYGON ((184275.916 4056304.680, 184275.640 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",57227.04,Mecklenburg Power Station-BIT,2018
980,"12742    POLYGON ((-135301.108 4081235.169, -135301.380...
12743    POLYGON ((-135301.108 4081235.169, -135301.380...
12744    POLYGON ((-135301.108 4081235.169, -135301.380...
12745    POLYGON ((-135301.108 4081235.169, -135301.380...
12746    POLYGON ((-135301.108 4081235.169, -135301.380...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",56476.0,Wolf Hills Energy-NG,2012
869,"7364    POLYGON ((349892.581 4113683.320, 349892.316 4...
7365    POLYGON ((349892.581 4113683.320, 349892.316 4...
7366    POLYGON ((349892.581 4113683.320, 349892.316 4...
7367    POLYGON ((349892.581 4113683.320, 349892.316 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",55039.222,Gravel Neck-NG,2011
211,"27112    POLYGON ((158635.230 4219469.961, 158634.966 4...
27113    POLYGON ((158635.230 4219469.961, 158634.966 4...
27114    POLYGON ((158635.230 4219469.961, 158634.966 4...
27115    POLYGON ((158635.230 4219469.961, 158634.966 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",54891.22885,Waynesboro Virginia Plant-BIT,2004
697,"5644    POLYGON ((-29613.790 4087567.574, -29614.052 4...
5645    POLYGON ((-29613.790 4087567.574, -29614.052 4...
5646    POLYGON ((-29613.790 4087567.574, -29614.052 4...
5647    POLYGON ((-29613.790 4087567.574, -29614.052 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",54287.0,Byllesby 2-WAT,2009
1515,"14679    POLYGON ((311740.785 4145688.622, 311740.527 4...
14680    POLYGON ((311740.785 4145688.622, 311740.527 4...
14681    POLYGON ((311740.785 4145688.622, 311740.527 4...
14682    POLYGON ((311740.785 4145688.622, 311740.527 4...
14683    POLYGON ((311740.785 4145688.622, 311740.527 4...
14684    POLYGON ((311740.785 4145688.622, 311740.527 4...
14685    POLYGON ((311740.785 4145688.622, 311740.527 4...
14686    POLYGON ((311740.785 4145688.622, 311740.527 4...
14687    POLYGON ((311740.785 4145688.622, 311740.527 4...
14688    POLYGON ((311740.785 4145688.622, 311740.527 4...
14689    POLYGON ((311740.785 4145688.622, 311740.527 4...
14690    POLYGON ((311740.785 4145688.622, 311740.527 4...
14691    POLYGON ((311740.785 4145688.622, 311740.527 4...
14692    POLYGON ((311740.785 4145688.622, 311740.527 4...
14693    POLYGON ((311740.785 4145688.622, 311740.527 4...
14694    POLYGON ((311740.785 4145688.622, 311740.527 4...
14695    POLYGON ((311740.785 4145688.622, 311740.527 4...
14696    POLYGON ((311740.785 4145688.622, 311740.527 4...
14697    POLYGON ((311740.785 4145688.622, 311740.527 4...
14698    POLYGON ((311740.785 4145688.622, 311740.527 4...
14699    POLYGON ((311740.785 4145688.622, 311740.527 4...
14700    POLYGON ((311740.785 4145688.622, 311740.527 4...
14701    POLYGON ((311740.785 4145688.622, 311740.527 4...
14702    POLYGON ((311740.785 4145688.622, 311740.527 4...
14703    POLYGON ((311740.785 4145688.622, 311740.527 4...
14704    POLYGON ((311740.785 4145688.622, 311740.527 4...
14705    POLYGON ((311740.785 4145688.622, 311740.527 4...
14706    POLYGON ((311740.785 4145688.622, 311740.527 4...
14707    POLYGON ((311740.785 4145688.622, 311740.527 4...
14708    POLYGON ((311740.785 4145688.622, 311740.527 4...
14709    POLYGON ((311740.785 4145688.622, 311740.527 4...
14710    POLYGON ((311740.785 4145688.622, 311740.527 4...
14711    POLYGON ((311740.785 4145688.622, 311740.527 4...
14712    POLYGON ((311740.785 4145688.622, 311740.527 4...
14713    POLYGON ((311740.785 4145688.622, 311740.527 4...
14714    POLYGON ((311740.785 4145688.622, 311740.527 4...
14715    POLYGON ((311740.785 4145688.622, 311740.527 4...
14716    POLYGON ((311740.785 4145688.622, 311740.527 4...
14717    POLYGON ((311740.785 4145688.622, 311740.527 4...
14718    POLYGON ((311740.785 4145688.622, 311740.527 4...
14719    POLYGON ((311740.785 4145688.622, 311740.527 4...
14720    POLYGON ((311740.785 4145688.622, 311740.527 4...
14721    POLYGON ((311740.785 4145688.622, 311740.527 4...
14722    POLYGON ((311740.785 4145688.622, 311740.527 4...
14723    POLYGON ((311740.785 4145688.622, 311740.527 4...
14724    POLYGON ((311740.785 4145688.622, 311740.527 4...
14725    POLYGON ((311740.785 4145688.622, 311740.527 4...
14726    POLYGON ((311740.785 4145688.622, 311740.527 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",53505.560999999994,Charles City-LFG,2017
1597,"5644    POLYGON ((-29614.661 4087567.574, -29614.919 4...
5645    POLYGON ((-29614.661 4087567.574, -29614.919 4...
5646    POLYGON ((-29614.661 4087567.574, -29614.919 4...
5647    POLYGON ((-29614.661 4087567.574, -29614.919 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",53416.0,Byllesby 2-WAT,2018
399,"5654    POLYGON ((108709.188 4114300.626, 108708.933 4...
5655    POLYGON ((108709.188 4114300.626, 108708.933 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",52919.0,Leesville-WAT,2006
753,"12920    POLYGON ((452635.234 4204754.278, 452634.979 4...
12921    POLYGON ((452635.234 4204754.278, 452634.979 4...
12922    POLYGON ((452635.234 4204754.278, 452634.979 4...
12923    POLYGON ((452635.234 4204754.278, 452634.979 4...
12924    POLYGON ((452635.234 4204754.278, 452634.979 4...
12925    POLYGON ((452635.234 4204754.278, 452634.979 4...
12926    POLYGON ((452635.234 4204754.278, 452634.979 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",52915.0,Commonwealth Chesapeake-DFO,2010
1146,"12391    POLYGON ((289883.326 4279409.506, 289883.073 4...
12392    POLYGON ((289883.326 4279409.506, 289883.073 4...
12393    POLYGON ((289883.326 4279409.506, 289883.073 4...
12394    POLYGON ((289883.326 4279409.506, 289883.073 4...
12395    POLYGON ((289883.326 4279409.506, 289883.073 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",52468.0,MM Prince William Energy-LFG,2014
1532,"5663    POLYGON ((96594.524 4109085.098, 96594.271 410...
5664    POLYGON ((96594.524 4109085.098, 96594.271 410...
5665    POLYGON ((96594.524 4109085.098, 96594.271 410...
5666    POLYGON ((96594.524 4109085.098, 96594.271 410...
5667    POLYGON ((96594.524 4109085.098, 96594.271 410...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",52415.0,Smith Mountain-WAT,2018
1,"27112    POLYGON ((158632.612 4219469.961, 158632.361 4...
27113    POLYGON ((158632.612 4219469.961, 158632.361 4...
27114    POLYGON ((158632.612 4219469.961, 158632.361 4...
27115    POLYGON ((158632.612 4219469.961, 158632.361 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",52273.0,Waynesboro Virginia Plant-BIT,2001
1451,"12391    POLYGON ((289883.065 4279409.506, 289882.813 4...
12392    POLYGON ((289883.065 4279409.506, 289882.813 4...
12393    POLYGON ((289883.065 4279409.506, 289882.813 4...
12394    POLYGON ((289883.065 4279409.506, 289882.813 4...
12395    POLYGON ((289883.065 4279409.506, 289882.813 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",52207.0,MM Prince William Energy-LFG,2017
1232,"14644    POLYGON ((249157.856 4072366.623, 249157.607 4...
14645    POLYGON ((249157.856 4072366.623, 249157.607 4...
14646    POLYGON ((249157.856 4072366.623, 249157.607 4...
14647    POLYGON ((249157.856 4072366.623, 249157.607 4...
14648    POLYGON ((249157.856 4072366.623, 249157.607 4...
14649    POLYGON ((249157.856 4072366.623, 249157.607 4...
14650    POLYGON ((249157.856 4072366.623, 249157.607 4...
14651    POLYGON ((249157.856 4072366.623, 249157.607 4...
14652    POLYGON ((249157.856 4072366.623, 249157.607 4...
14653    POLYGON ((249157.856 4072366.623, 249157.607 4...
14654    POLYGON ((249157.856 4072366.623, 249157.607 4...
14655    POLYGON ((249157.856 4072366.623, 249157.607 4...
14656    POLYGON ((249157.856 4072366.623, 249157.607 4...
14657    POLYGON ((249157.856 4072366.623, 249157.607 4...
14658    POLYGON ((249157.856 4072366.623, 249157.607 4...
14659    POLYGON ((249157.856 4072366.623, 249157.607 4...
14660    POLYGON ((249157.856 4072366.623, 249157.607 4...
14661    POLYGON ((249157.856 4072366.623, 249157.607 4...
14662    POLYGON ((249157.856 4072366.623, 249157.607 4...
14663    POLYGON ((249157.856 4072366.623, 249157.607 4...
14664    POLYGON ((249157.856 4072366.623, 249157.607 4...
14665    POLYGON ((249157.856 4072366.623, 249157.607 4...
14666    POLYGON ((249157.856 4072366.623, 249157.607 4...
14667    POLYGON ((249157.856 4072366.623, 249157.607 4...
14668    POLYGON ((249157.856 4072366.623, 249157.607 4...
14669    POLYGON ((249157.856 4072366.623, 249157.607 4...
14670    POLYGON ((249157.856 4072366.623, 249157.607 4...
14671    POLYGON ((249157.856 4072366.623, 249157.607 4...
14672    POLYGON ((249157.856 4072366.623, 249157.607 4...
14673    POLYGON ((249157.856 4072366.623, 249157.607 4...
14674    POLYGON ((249157.856 4072366.623, 249157.607 4...
14675    POLYGON ((249157.856 4072366.623, 249157.607 4...
14676    POLYGON ((249157.856 4072366.623, 249157.607 4...
14677    POLYGON ((249157.856 4072366.623, 249157.607 4...
14678    POLYGON ((249157.856 4072366.623, 249157.607 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",51705.664000000004,Brunswick Landfill Gas-LFG,2015
806,"5700     POLYGON ((383864.585 4070270.512, 383864.336 4...
5701     POLYGON ((383864.585 4070270.512, 383864.336 4...
5702     POLYGON ((383864.585 4070270.512, 383864.336 4...
5703     POLYGON ((383864.585 4070270.512, 383864.336 4...
26158    POLYGON ((383864.585 4070270.512, 383864.336 4...
26160    POLYGON ((383864.585 4070270.512, 383864.336 4...
26161    POLYGON ((383864.585 4070270.512, 383864.336 4...
26162    POLYGON ((383864.585 4070270.512, 383864.336 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",51694.779,Chesapeake-DFO,2010
1346,"12391    POLYGON ((289882.533 4279409.506, 289882.284 4...
12392    POLYGON ((289882.533 4279409.506, 289882.284 4...
12393    POLYGON ((289882.533 4279409.506, 289882.284 4...
12394    POLYGON ((289882.533 4279409.506, 289882.284 4...
12395    POLYGON ((289882.533 4279409.506, 289882.284 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",51675.0,MM Prince William Energy-LFG,2016
1468,"7364    POLYGON ((349888.717 4113683.320, 349888.470 4...
7365    POLYGON ((349888.717 4113683.320, 349888.470 4...
7366    POLYGON ((349888.717 4113683.320, 349888.470 4...
7367    POLYGON ((349888.717 4113683.320, 349888.470 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",51175.14,Gravel Neck-NG,2017
1534,"15447    POLYGON ((356493.694 4153768.128, 356493.448 4...
15448    POLYGON ((356493.694 4153768.128, 356493.448 4...
15449    POLYGON ((356493.694 4153768.128, 356493.448 4...
15450    POLYGON ((356493.694 4153768.128, 356493.448 4...
15451    POLYGON ((356493.694 4153768.128, 356493.448 4...
15452    POLYGON ((356493.694 4153768.128, 356493.448 4...
15453    POLYGON ((356493.694 4153768.128, 356493.448 4...
15454    POLYGON ((356493.694 4153768.128, 356493.448 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",51156.0,Waste Management Middle Peninsula LFGTE-LFG,2018
